Ensembl_ID	Gene_symbol	contrast	type	dir	n_datasets	datasets	mean_log2FC	max_padj
ENSG00000187634	SAMD11	F3_vs_F0	baseline	up	2	GSE130970,GSE135251	1.1585514890261135	2.0960763309121594e-5
ENSG00000187634	SAMD11	F3_vs_F1	between_strata	up	2	GSE130970,GSE135251	0.7221736380243922	0.0193795988217242
ENSG00000187634	SAMD11	F4_vs_F0	baseline	up	3	GSE130970,GSE135251,GSE162694	1.8470818833237768	0.002369237150613058
ENSG00000187634	SAMD11	F4_vs_F1	between_strata	up	3	GSE130970,GSE135251,GSE162694	1.5855448780196486	0.03916115808483336
ENSG00000187634	SAMD11	F4_vs_F2	between_strata	up	2	GSE135251,GSE162694	1.5933313337592987	0.03218458686134892
ENSG00000187699	C2orf88	F4_vs_F1	between_strata	down	2	GSE135251,GSE162694	-0.8780968057090498	0.009143179530394502
ENSG00000187953	PMS2CL	F4_vs_F0	baseline	down	2	GSE130970,GSE162694	-0.8184147170204807	0.038727544804779565
ENSG00000187955	COL14A1	F3_vs_F0	baseline	up	3	GSE130970,GSE135251,GSE162694	0.8717578187523815	0.027566712654428824
ENSG00000187955	COL14A1	F3_vs_F1	between_strata	up	2	GSE135251,GSE162694	0.8715959650837073	0.042691169824006184
ENSG00000187955	COL14A1	F4_vs_F0	baseline	up	3	GSE130970,GSE135251,GSE162694	1.1017037729494352	0.011651338419230911
ENSG00000187955	COL14A1	F4_vs_F1	between_strata	up	2	GSE135251,GSE162694	0.8627629464955122	0.0028359076900109524
ENSG00000188004	SNHG28	F4_vs_F1	between_strata	up	2	GSE135251,GSE162694	0.8368495011585755	0.04531997054667752
ENSG00000188042	ARL4C	F4_vs_F0	baseline	up	3	GSE130970,GSE135251,GSE162694	1.1087191132939174	0.030743053591622053
ENSG00000188042	ARL4C	F4_vs_F1	between_strata	up	2	GSE130970,GSE162694	1.2599145562697802	0.032499266028039535
ENSG00000188290	HES4	F4_vs_F0	baseline	up	2	GSE135251,GSE162694	1.635953786896259	0.01343418655354403
ENSG00000188290	HES4	F4_vs_F1	between_strata	up	2	GSE135251,GSE162694	1.510026342967158	0.012668109675020172
